"isolate.id"	"sseqid"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"sample.id"	"relAb"	"n"	"iso"
"2070"	"no isolate"	"c67da1e21b1cee39529f3d9ddb87ff08"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Shewanellaceae"	"Shewanella"	"A6"	0.00830535430288037	0	"noi"
"2071"	"no isolate"	"77d7536aa07a681d863c2a575bd61e63"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Shewanellaceae"	"Shewanella"	"A6"	0.00106025799611239	0	"noi"
"2072"	"no isolate"	"eae95cc8b31cd7bddfd71f90e545fe7e"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Shewanellaceae"	"Shewanella"	"A6"	0.00194380632620604	0	"noi"
"2073"	"no isolate"	"a5c37e94dfd15fec8987d72790a35a8b"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Shewanellaceae"	"Shewanella"	"A6"	0.000706838664074925	0	"noi"
"2074"	"no isolate"	"d01f3e0c755a86f24417193ec9206c1a"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Shewanellaceae"	"Shewanella"	"A6"	0.00971903163103022	0	"noi"
"2075"	"no isolate"	"f49b0d0102f11cf94b4f84b504301096"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Shewanellaceae"	"Shewanella"	"A6"	0.0084820639688991	0	"noi"
"2076"	"no isolate"	"2b58df09e24382d694e5e2733787a27e"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Shewanellaceae"	"Shewanella"	"A6"	0.00229722565824351	0	"noi"
"2077"	"no isolate"	"6964ee192b33418ea3db6a151fa93ecd"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Shewanellaceae"	"Shewanella"	"A6"	0.0676798020851741	0	"noi"
"2078"	"no isolate"	"1bd40b0ebee04fe60e4147803a2c5388"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Shewanellaceae"	"Shewanella"	"A6"	0.00212051599222477	0	"noi"
"2079"	"no isolate"	"b3e0bc1cf7041bc54f5b905d18913944"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Shewanellaceae"	"Shewanella"	"A6"	0.00388761265241209	0	"noi"
"2080"	"no isolate"	"92e7ff054ff0df254b93959339a30ff4"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Shewanellaceae"	"Shewanella"	"A6"	0.000176709666018731	0	"noi"
"2081"	"no isolate"	"7277c60a0270dcbb3210d255930a3ee0"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Shewanellaceae"	"Shewanella"	"A6"	0.00477116098250574	0	"noi"
"2082"	"no isolate"	"7b78f92772538db632e7a6f8e16e6ff4"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Shewanellaceae"	"Shewanella"	"A6"	0.109559992931613	0	"noi"
"2083"	"no isolate"	"a6c79a04a5259da20e581d4d32ba6863"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Shewanellaceae"	"Shewanella"	"A6"	0.00600812864463686	0	"noi"
"2084"	"no isolate"	"1b29429a228c8adfa1a086a48f2af177"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Shewanellaceae"	"Shewanella"	"A6"	0.000176709666018731	0	"noi"
"2085"	"no isolate"	"c8a9765109fa71cc4845741975febbdd"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Shewanellaceae"	"Shewanella"	"A6"	0.0203216115921541	0	"noi"
"2162"	"no isolate"	"f7b1b45eee680f7a1973425bb47e4ffe"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Shewanellaceae"	"Shewanella"	"A8"	0.00423011844331641	0	"noi"
"2163"	"no isolate"	"f49b0d0102f11cf94b4f84b504301096"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Shewanellaceae"	"Shewanella"	"A8"	0.0050761421319797	0	"noi"
"2164"	"no isolate"	"6964ee192b33418ea3db6a151fa93ecd"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Shewanellaceae"	"Shewanella"	"A8"	0.0152284263959391	0	"noi"
"2165"	"no isolate"	"7b78f92772538db632e7a6f8e16e6ff4"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Shewanellaceae"	"Shewanella"	"A8"	0.00761421319796954	0	"noi"
"2166"	"no isolate"	"c8a9765109fa71cc4845741975febbdd"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Shewanellaceae"	"Shewanella"	"A8"	0.0169204737732657	0	"noi"
"1224"	"no isolate"	"8d5cb15099f81a4abb01e788cd4f6d37"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Succinivibrionaceae"	"Succinivibrio"	"C5"	0.000280898876404494	0	"noi"
"202"	"no isolate"	"ae0652690958de0a4ffde2ed06144747"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"B2"	0.0201970443349754	0	"noi"
"203"	"no isolate"	"68f179ecaebc1fb1159f3ada2f5a5909"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"B2"	0.00246305418719212	0	"noi"
"204"	"no isolate"	"f699ff2c752223eea57713a11c20401b"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"B2"	0.00640394088669951	0	"noi"
"205"	"no isolate"	"2c65863f5701a29a45dd1fc16d0390bb"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"B2"	0.0522167487684729	0	"noi"
"206"	"no isolate"	"b13792976d01c8e1ab8851d284d1c7ca"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"B2"	0.087192118226601	0	"noi"
"207"	"no isolate"	"bf575d29a2f30eeb8cefbd2172332d8b"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"B2"	0.0374384236453202	0	"noi"
"208"	"no isolate"	"22235076e568052e32d0f5996e158403"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"B2"	0.00295566502463054	0	"noi"
"209"	"no isolate"	"fda62e87286b568996686eae2de0f39f"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"B2"	0.00344827586206897	0	"noi"
"210"	"no isolate"	"99f6417b2dd35e42a0c6c0ad66e1a44d"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"B2"	0.00689655172413793	0	"noi"
"211"	"no isolate"	"ff81949952de22c390d21159701a518a"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"B2"	0.0113300492610837	0	"noi"
"336"	"no isolate"	"2c65863f5701a29a45dd1fc16d0390bb"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"B3"	0.00134408602150538	0	"noi"
"337"	"no isolate"	"b13792976d01c8e1ab8851d284d1c7ca"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"B3"	0.00520833333333333	0	"noi"
"338"	"no isolate"	"bf575d29a2f30eeb8cefbd2172332d8b"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"B3"	0.00151209677419355	0	"noi"
"339"	"no isolate"	"99f6417b2dd35e42a0c6c0ad66e1a44d"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"B3"	0.000336021505376344	0	"noi"
"556"	"no isolate"	"b13792976d01c8e1ab8851d284d1c7ca"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"B5"	0.00482703137570394	0	"noi"
"770"	"no isolate"	"f699ff2c752223eea57713a11c20401b"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"B8"	0.00263968323801144	0	"noi"
"771"	"no isolate"	"2c65863f5701a29a45dd1fc16d0390bb"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"B8"	0.00571931368235812	0	"noi"
"772"	"no isolate"	"b13792976d01c8e1ab8851d284d1c7ca"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"B8"	0.00791904971403432	0	"noi"
"773"	"no isolate"	"2fa9ceb499af0b7064c89d9801f2b30f"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"B8"	0.00395952485701716	0	"noi"
"774"	"no isolate"	"99f6417b2dd35e42a0c6c0ad66e1a44d"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"B8"	0.0114386273647162	0	"noi"
"1119"	"no isolate"	"ae0652690958de0a4ffde2ed06144747"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A2"	0.000605938194304181	0	"noi"
"1120"	"no isolate"	"2c65863f5701a29a45dd1fc16d0390bb"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A2"	0.00787719652595435	0	"noi"
"1121"	"no isolate"	"b13792976d01c8e1ab8851d284d1c7ca"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A2"	0.013330640274692	0	"noi"
"1122"	"no isolate"	"bf575d29a2f30eeb8cefbd2172332d8b"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A2"	0.0064633407392446	0	"noi"
"1123"	"no isolate"	"99f6417b2dd35e42a0c6c0ad66e1a44d"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A2"	0.000201979398101394	0	"noi"
"1124"	"no isolate"	"ff81949952de22c390d21159701a518a"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A2"	0.00222177337911533	0	"noi"
"1407"	"no isolate"	"2c65863f5701a29a45dd1fc16d0390bb"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"C8"	0.00136319376825706	0	"noi"
"1408"	"no isolate"	"99f6417b2dd35e42a0c6c0ad66e1a44d"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"C8"	0.000778967867575463	0	"noi"
"1542"	"no isolate"	"ae0652690958de0a4ffde2ed06144747"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"D1"	0.00269475747182754	0	"noi"
"1543"	"no isolate"	"f699ff2c752223eea57713a11c20401b"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"D1"	0.000244977951984321	0	"noi"
"1544"	"no isolate"	"2c65863f5701a29a45dd1fc16d0390bb"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"D1"	0.0105340519353258	0	"noi"
"1545"	"no isolate"	"b13792976d01c8e1ab8851d284d1c7ca"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"D1"	0.0102890739833415	0	"noi"
"1546"	"no isolate"	"bf575d29a2f30eeb8cefbd2172332d8b"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"D1"	0.00563449289563939	0	"noi"
"1547"	"no isolate"	"99f6417b2dd35e42a0c6c0ad66e1a44d"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"D1"	0.000979911807937286	0	"noi"
"1548"	"no isolate"	"ff81949952de22c390d21159701a518a"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"D1"	0.000489955903968643	0	"noi"
"1549"	"no isolate"	"6db2b06bbceba17319718d099b1129a6"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"D1"	0.000489955903968643	0	"noi"
"1687"	"no isolate"	"ae0652690958de0a4ffde2ed06144747"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A3"	0.0019739439399921	0	"noi"
"1688"	"no isolate"	"f699ff2c752223eea57713a11c20401b"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A3"	0.00157915515199368	0	"noi"
"1689"	"no isolate"	"2c65863f5701a29a45dd1fc16d0390bb"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A3"	0.0153967627319384	0	"noi"
"1690"	"no isolate"	"b13792976d01c8e1ab8851d284d1c7ca"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A3"	0.0173707066719305	0	"noi"
"1691"	"no isolate"	"bf575d29a2f30eeb8cefbd2172332d8b"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A3"	0.00434267666798263	0	"noi"
"1692"	"no isolate"	"22235076e568052e32d0f5996e158403"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A3"	0.00118436636399526	0	"noi"
"1693"	"no isolate"	"99f6417b2dd35e42a0c6c0ad66e1a44d"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A3"	0.000789577575996842	0	"noi"
"1694"	"no isolate"	"ff81949952de22c390d21159701a518a"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A3"	0.00236873272799053	0	"noi"
"1892"	"no isolate"	"ae0652690958de0a4ffde2ed06144747"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A4"	0.00514311270125224	0	"noi"
"1893"	"no isolate"	"2c65863f5701a29a45dd1fc16d0390bb"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A4"	0.0165474060822898	0	"noi"
"1894"	"no isolate"	"b13792976d01c8e1ab8851d284d1c7ca"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A4"	0.021690518783542	0	"noi"
"1895"	"no isolate"	"bf575d29a2f30eeb8cefbd2172332d8b"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A4"	0.0154293381037567	0	"noi"
"1896"	"no isolate"	"99f6417b2dd35e42a0c6c0ad66e1a44d"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A4"	0.00223613595706619	0	"noi"
"1897"	"no isolate"	"ff81949952de22c390d21159701a518a"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A4"	0.00245974955277281	0	"noi"
"2060"	"no isolate"	"ae0652690958de0a4ffde2ed06144747"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A6"	0.00724509630676798	0	"noi"
"2061"	"no isolate"	"f699ff2c752223eea57713a11c20401b"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A6"	0.00176709666018731	0	"noi"
"2062"	"no isolate"	"2c65863f5701a29a45dd1fc16d0390bb"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A6"	0.0220887082523414	0	"noi"
"2063"	"no isolate"	"b13792976d01c8e1ab8851d284d1c7ca"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A6"	0.0196147729280792	0	"noi"
"2064"	"no isolate"	"bf575d29a2f30eeb8cefbd2172332d8b"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A6"	0.0102491606290864	0	"noi"
"2065"	"no isolate"	"99f6417b2dd35e42a0c6c0ad66e1a44d"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A6"	0.000883548330093656	0	"noi"
"2066"	"no isolate"	"ff81949952de22c390d21159701a518a"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A6"	0.00194380632620604	0	"noi"
"2161"	"no isolate"	"b13792976d01c8e1ab8851d284d1c7ca"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"A8"	0.0135363790186125	0	"noi"
"882"	"no isolate"	"139e85ab896d73cc4d36dd8626d34b23"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Salinivibrio"	"C1"	0.0032017075773746	0	"noi"
"883"	"no isolate"	"8fa9fdec0c4014b30cc0f7aee94e5b66"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Salinivibrio"	"C1"	0.0416221985058698	0	"noi"
"884"	"no isolate"	"0a6fb48dd3811317689384b59bdc9898"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Salinivibrio"	"C1"	0.00266808964781217	0	"noi"
"120"	"no isolate"	"9a5e5e63638c923628b3920813e981cb"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Rahnella1"	"A1"	0.00040428542551041	0	"noi"
"1528"	"no isolate"	"712bcf59397264533e20d8120964e85c"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Rahnella1"	"D1"	0.000734933855952964	0	"noi"
"1922"	"no isolate"	"9a5e5e63638c923628b3920813e981cb"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Rahnella1"	"A5"	0.00187617260787992	0	"noi"
"2121"	"no isolate"	"712bcf59397264533e20d8120964e85c"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Rahnella1"	"A7"	0.0206572769953052	0	"noi"
"2122"	"no isolate"	"9a5e5e63638c923628b3920813e981cb"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Rahnella1"	"A7"	0.0741784037558685	0	"noi"
"2123"	"no isolate"	"f5aedf1e1ef83e5d92cc3f06f7dd0b74"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Rahnella1"	"A7"	0.044131455399061	0	"noi"
"11"	"AXB_036.27F"	"e23dd6362513b5e246587ce282d641ae"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"A1"	0	1	"i"
"200"	"no isolate"	"f89e301ca2afccc9b99196267503a931"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"B2"	0.000492610837438424	0	"noi"
"322"	"no isolate"	"11980f979af48127da968fd2c28a6043"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"B3"	0.0011760752688172	0	"noi"
"323"	"no isolate"	"6294929bd61a09b932614f93a4745198"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"B3"	0.0011760752688172	0	"noi"
"324"	"no isolate"	"f89e301ca2afccc9b99196267503a931"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"B3"	0.00201612903225806	0	"noi"
"493"	"no isolate"	"11e1d53e750c9304ac54a1ace36e1817"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"B4"	0.00307765151515152	0	"noi"
"494"	"no isolate"	"4c597f42b11567b8323ff17ff0b7d871"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"B4"	0.00165719696969697	0	"noi"
"554"	"no isolate"	"f89e301ca2afccc9b99196267503a931"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"B5"	0.00321802091713596	0	"noi"
"631"	"no isolate"	"11e1d53e750c9304ac54a1ace36e1817"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"B6"	0.000599790073474284	0	"noi"
"632"	"no isolate"	"f89e301ca2afccc9b99196267503a931"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"B6"	0.000449842555105713	0	"noi"
"763"	"no isolate"	"58b7ff9eaf2aa7e0fac26ca20d5932d2"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"B8"	0.00263968323801144	0	"noi"
"764"	"no isolate"	"5b3990775a2d2daac9a2d8614e2b81d5"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"B8"	0.0043994720633524	0	"noi"
"765"	"no isolate"	"3d3b82d5ded4095bf7556bcbff14e520"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"B8"	0.0021997360316762	0	"noi"
"766"	"no isolate"	"f89e301ca2afccc9b99196267503a931"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"B8"	0.0123185217773867	0	"noi"
"868"	"no isolate"	"11e1d53e750c9304ac54a1ace36e1817"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"C1"	0.0128068303094984	0	"noi"
"869"	"no isolate"	"f89e301ca2afccc9b99196267503a931"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"C1"	0.00533617929562433	0	"noi"
"870"	"no isolate"	"4c597f42b11567b8323ff17ff0b7d871"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"C1"	0.0080042689434365	0	"noi"
"976"	"no isolate"	"f828828cf6a89e0db1a210ca5625ac89"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"C3"	0.000284414106939704	0	"noi"
"1096"	"no isolate"	"e308c5c70b84faf8652394267d5f057b"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"A2"	0.000201979398101394	0	"noi"
"1097"	"no isolate"	"11980f979af48127da968fd2c28a6043"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"A2"	0.000807917592405575	0	"noi"
"1098"	"no isolate"	"5b3990775a2d2daac9a2d8614e2b81d5"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"A2"	0.00121187638860836	0	"noi"
"1099"	"no isolate"	"6294929bd61a09b932614f93a4745198"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"A2"	0.00141385578670976	0	"noi"
"1100"	"no isolate"	"f89e301ca2afccc9b99196267503a931"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"A2"	0.0280751363360937	0	"noi"
"1286"	"no isolate"	"749f280124c1b133df4a61dcf8d01982"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"C6"	0.00770547945205479	0	"noi"
"1393"	"no isolate"	"3a7c285a187a26b533f45be621644df9"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"C8"	0.000389483933787731	0	"noi"
"1394"	"no isolate"	"11980f979af48127da968fd2c28a6043"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"C8"	0.00389483933787731	0	"noi"
"1395"	"no isolate"	"5b3990775a2d2daac9a2d8614e2b81d5"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"C8"	0.00233690360272639	0	"noi"
"1396"	"no isolate"	"a6ed3be2aa14fe9df220dada604f975d"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"C8"	0.000778967867575463	0	"noi"
"1397"	"no isolate"	"6294929bd61a09b932614f93a4745198"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"C8"	0.00350535540408958	0	"noi"
"1398"	"no isolate"	"f89e301ca2afccc9b99196267503a931"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	"C8"	0.000973709834469328	0	"noi"
